period,strategy,total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,win_rate,trades,excess_total_return,excess_annualized_return,excess_sharpe,excess_max_drawdown,is_baseline
full_sample,canary_daa_lite,15.320097,0.140152,0.131682,1.064325,-0.33002,0.552508,183.0,8.069754,0.035952,0.514521,0.22192699999999999,False
full_sample,risk_parity_spy_tlt_gld,5.85841,0.094658,0.089736,1.054849,-0.221813,0.55608,254.0,-1.3919329999999999,-0.009541999999999995,0.505045,0.3301339999999999,False
full_sample,permanent_portfolio,3.279346,0.070672,0.072816,0.970559,-0.174829,0.548285,0.0,-3.970997,-0.033528,0.420755,0.37711799999999995,False
full_sample,all_weather_lite,4.962008,0.087479,0.096037,0.91089,-0.208038,0.551641,0.0,-2.288335,-0.016721,0.361086,0.34390899999999996,False
full_sample,gtaa_5_faber,3.36159,0.07163,0.089485,0.800466,-0.120143,0.543435,126.0,-3.888753,-0.03257,0.25066200000000005,0.43180399999999997,False
full_sample,spy_gld_switch,10.623213,0.122121,0.155631,0.78468,-0.279641,0.549718,73.0,3.37287,0.017920999999999992,0.23487600000000008,0.272306,False
full_sample,trinity_blend,5.494112,0.091855,0.12047,0.762471,-0.317223,0.552946,126.0,-1.7562309999999997,-0.012344999999999995,0.21266700000000005,0.234724,False
full_sample,spy_tlt_60_40,4.605073,0.084331,0.110925,0.760251,-0.299265,0.552946,0.0,-2.64527,-0.019868999999999998,0.21044700000000005,0.25268199999999996,True
full_sample,equal_weight_buy_hold,7.76921,0.107368,0.143898,0.746137,-0.381482,0.548658,0.0,0.5188670000000002,0.003168000000000004,0.1963330000000001,0.17046499999999998,True
full_sample,buy_hold_spy,7.250343,0.1042,0.189522,0.549804,-0.551947,0.550708,0.0,0.0,0.0,0.0,0.0,True
full_sample,gem_dual_momentum,4.858421,0.086584,0.193972,0.446375,-0.337182,0.535462,37.0,-2.391922,-0.017616000000000007,-0.10342899999999994,0.21476499999999998,False
full_sample,buy_and_hold,10.554343857142857,0.08638128571428572,0.21723771428571428,0.408171,-0.6037021428571429,0.5226361428571428,1.0,0.0,0.0,0.0,0.0,True
